ind_0,proxy_conf_0,pred_prob_0,ind1,proxy_conf_1,pred_prob_1
"0,1,1,3,12,3,41,4,8,29,22,40",0.429,1,"0,1,1,3,12,3,41,4,8,29,22,40",0.429,1
"2,1,1,0,4,1,40,62,11,36,25,60",0.857,1,"2,1,0,0,4,1,40,62,11,36,25,60",0.857,1
"3,0,3,5,0,2,7,59,1,11,4,90",0.891,1,"3,0,3,5,0,2,7,59,1,11,30,90",0.798,1
"6,1,1,1,9,2,3,25,13,31,25,49",0.889,1,"0,1,1,1,9,2,3,25,13,31,25,49",0.872,1
"7,1,2,1,12,1,7,21,1,39,0,52",0.884,1,"7,1,2,1,12,1,37,21,1,39,0,52",0.778,1
"4,0,7,5,11,0,20,40,15,20,13,43",0.815,1,"4,0,7,5,1,0,20,40,15,20,13,43",0.826,1
"3,0,7,6,5,0,41,11,9,34,16,20",0.602,1,"3,0,7,6,5,0,41,11,7,34,16,20",0.548,1
"1,0,3,1,10,4,30,7,15,16,21,52",0.67,1,"1,0,3,2,10,4,30,7,15,16,21,52",0.671,1
"6,0,3,1,10,2,4,37,6,11,28,60",0.777,1,"6,0,3,1,10,2,4,52,6,11,28,60",0.767,1
"9,1,7,2,5,2,22,24,11,24,9,91",0.864,1,"9,1,7,2,5,2,22,24,11,24,9,91",0.864,1
"8,1,3,3,3,0,41,45,15,8,24,7",0.859,0,"8,1,3,3,3,0,41,45,15,8,24,18",0.847,0
"9,1,0,2,0,3,40,9,11,18,18,26",0.771,1,"9,1,0,2,1,3,40,9,11,18,18,26",0.772,1
"2,0,1,2,3,1,25,62,9,27,35,42",0.675,1,"2,0,1,2,3,1,25,62,9,27,29,42",0.71,1
"7,1,0,1,12,1,29,22,12,15,32,9",0.688,1,"7,1,0,1,12,1,29,22,12,15,32,31",0.639,1
"1,0,3,6,2,3,29,74,7,13,32,49",0.805,0,"1,0,3,6,2,3,29,74,7,13,32,49",0.805,0
"4,0,0,1,12,2,7,34,11,24,34,13",0.87,1,"4,0,0,3,12,2,7,34,11,24,34,13",0.799,1
"7,1,3,6,6,4,22,54,7,37,26,83",0.843,1,"7,1,3,6,6,4,22,54,7,37,26,67",0.778,1
"7,0,4,4,11,1,38,71,12,7,43,65",0.588,1,"7,0,4,4,11,1,38,71,12,33,43,65",0.63,1
"9,0,7,5,2,4,6,8,2,36,9,82",0.897,1,"9,0,7,5,2,4,6,8,2,36,9,17",0.922,1
"5,1,2,4,2,5,7,21,12,2,24,76",0.873,1,"5,1,2,4,6,5,7,21,12,2,24,76",0.867,1
"0,1,5,5,13,5,23,30,4,39,31,78",0.557,1,"0,1,4,5,13,5,23,30,4,39,31,78",0.564,1
"9,1,1,4,13,1,16,48,6,21,3,80",0.884,1,"9,1,1,4,13,1,1,48,6,21,3,80",0.919,1
"2,1,0,2,10,4,12,22,1,41,39,96",0.899,1,"2,1,0,2,13,4,12,22,1,41,39,96",0.894,1
"0,0,1,2,10,2,11,14,6,9,40,17",0.679,0,"0,0,1,2,10,2,11,66,6,9,40,17",0.642,0
"9,0,4,0,9,3,1,47,3,11,15,83",0.906,1,"9,0,4,0,9,3,1,47,3,4,15,83",0.895,0
"2,1,5,2,11,2,1,64,13,25,21,85",0.908,1,"2,1,5,2,6,2,1,64,13,25,21,85",0.908,1
"2,1,4,6,13,2,6,49,3,34,7,69",0.901,1,"2,1,4,6,13,2,6,49,3,4,7,69",0.901,0
"8,0,4,0,7,0,22,10,1,23,16,11",0.737,1,"8,0,4,0,7,2,22,10,1,23,16,11",0.759,1
"8,1,0,2,8,3,33,2,15,4,18,79",0.498,1,"8,1,0,2,8,3,41,2,15,4,18,79",0.493,1
"1,0,1,1,13,0,6,16,10,7,30,43",0.734,1,"1,0,1,1,13,0,6,61,10,7,30,43",0.673,0
"8,0,4,6,0,0,36,59,1,33,19,71",0.853,1,"8,0,4,6,0,0,36,59,1,33,19,25",0.884,1
"1,1,1,3,2,3,24,20,11,25,25,18",0.593,1,"1,1,1,3,6,3,24,20,11,25,25,18",0.593,1
"2,0,3,5,7,1,12,68,14,38,4,94",0.926,1,"2,0,3,5,7,1,4,68,14,38,4,94",0.923,1
"6,0,6,3,11,0,1,28,1,8,41,21",0.853,1,"6,0,6,3,11,0,1,28,1,8,4,21",0.861,0
"7,1,1,0,5,5,33,64,15,30,31,26",0.896,1,"7,1,1,0,5,4,33,64,15,30,31,26",0.886,1
"9,1,5,6,7,4,30,9,6,30,20,64",0.676,1,"7,1,5,6,7,4,30,9,6,30,20,64",0.673,1
"8,1,0,2,2,4,35,48,9,0,12,18",0.907,0,"8,1,0,2,2,1,35,48,9,0,12,18",0.87,0
"3,1,2,2,13,3,31,40,10,2,8,46",0.922,0,"3,1,2,2,5,3,31,40,10,2,8,46",0.92,0
"2,1,4,2,0,5,25,73,14,31,29,57",0.907,1,"2,1,4,2,0,5,25,73,14,31,29,57",0.907,1
"3,1,6,1,11,2,33,8,6,30,3,51",0.549,1,"3,1,6,1,11,2,33,8,6,30,28,51",0.463,1
"6,0,4,4,5,5,16,9,15,20,19,50",0.713,1,"6,0,4,4,5,5,16,9,0,20,19,50",0.503,1
"8,0,4,5,7,4,35,17,10,26,38,90",0.622,1,"8,0,4,5,7,4,35,17,10,26,38,90",0.622,1
"8,1,7,3,9,5,10,38,1,40,39,65",0.818,1,"8,1,7,3,9,5,10,38,1,40,39,17",0.625,1
"4,1,3,0,13,3,6,43,1,6,9,95",0.886,1,"4,1,3,0,13,3,6,43,1,6,9,24",0.574,1
"7,1,2,6,9,3,22,10,2,16,26,13",0.799,1,"7,1,0,6,9,3,22,10,2,16,26,13",0.803,1
"7,1,6,1,13,1,40,63,6,33,33,54",0.678,1,"7,1,6,1,13,1,40,63,15,33,33,54",0.695,1
"5,1,2,0,4,1,3,62,1,17,43,99",0.889,1,"5,1,2,4,4,1,3,62,1,17,43,99",0.878,1
"3,1,5,1,13,1,12,17,12,3,38,44",0.584,1,"5,1,5,1,13,1,12,17,12,3,38,44",0.587,1
"2,1,4,5,6,0,28,33,3,13,34,51",0.333,1,"2,1,4,5,6,0,28,33,3,13,34,51",0.333,1
"4,1,1,6,7,0,33,37,12,14,36,3",0.612,1,"4,1,1,6,7,0,33,37,12,14,36,3",0.612,1
"9,0,1,5,3,0,0,2,10,10,36,21",0.908,1,"9,0,1,5,3,0,0,36,10,10,36,21",0.786,1
"9,0,6,0,12,3,21,20,11,39,37,55",0.797,1,"9,0,6,0,12,3,21,20,11,31,37,55",0.747,1
"7,1,1,3,11,1,6,37,2,13,27,71",0.756,1,"7,1,1,3,1,1,6,37,2,13,27,71",0.775,1
"7,0,2,5,0,0,34,30,6,9,1,73",0.886,0,"7,0,2,5,0,0,34,30,6,9,3,73",0.878,1
"1,0,6,5,7,0,16,54,1,34,10,35",0.907,1,"1,0,6,5,7,0,16,68,1,34,10,35",0.922,1
"3,1,6,1,2,3,21,30,13,22,24,95",0.882,1,"3,1,6,1,2,3,21,30,9,22,24,95",0.858,1
"9,0,3,0,8,0,13,32,4,13,20,69",0.747,1,"9,0,3,0,8,0,35,32,4,13,20,69",0.601,1
"6,1,6,3,5,1,3,15,3,33,22,94",0.914,1,"6,0,6,3,5,1,3,15,3,33,22,94",0.845,1
"8,0,7,4,3,0,29,56,10,21,11,51",0.885,1,"8,0,7,4,3,0,29,56,10,21,11,51",0.885,1
"8,0,1,3,12,5,19,67,4,40,35,91",0.871,1,"8,0,1,3,12,5,19,69,4,40,35,91",0.863,1
"3,0,1,0,13,5,32,8,6,8,42,10",0.767,0,"3,0,1,0,13,0,32,8,6,8,42,10",0.45,1
"8,1,0,6,0,5,5,8,6,11,18,78",0.917,1,"8,1,0,6,0,5,5,8,6,11,18,78",0.917,1
"3,0,7,3,12,2,17,24,3,13,10,73",0.54,1,"3,0,7,3,12,2,17,24,10,13,10,73",0.776,1
"9,1,5,1,5,3,10,27,11,9,36,75",0.782,1,"9,1,5,1,5,3,10,33,11,9,36,75",0.764,1
"5,0,7,1,10,1,0,11,7,24,0,53",0.85,1,"5,0,7,1,10,1,23,11,7,24,0,53",0.542,1
"9,1,7,5,3,2,18,54,3,41,31,64",0.722,1,"9,1,2,5,3,2,18,54,3,41,31,64",0.725,1
"3,1,7,2,7,0,16,14,11,31,18,74",0.727,1,"3,1,7,2,7,0,16,1,11,31,18,74",0.576,1
"2,0,5,2,10,0,32,8,6,33,33,37",0.227,1,"2,0,5,2,10,0,32,8,12,33,33,37",0.302,1
"1,0,0,4,13,3,34,41,0,2,18,92",0.708,0,"1,0,0,4,7,3,34,41,0,2,18,92",0.77,0
"9,0,4,4,4,2,21,13,9,23,19,92",0.749,1,"9,0,4,4,4,2,21,13,9,23,3,92",0.757,1
"0,0,7,4,8,0,7,51,5,41,43,95",0.626,1,"0,0,7,4,13,0,7,51,5,41,43,95",0.619,1
"4,1,0,3,2,0,2,54,11,18,24,96",0.902,1,"4,0,0,3,2,0,2,54,11,18,24,96",0.9,1
"4,0,4,6,3,2,27,24,10,9,6,73",0.819,1,"4,0,4,6,3,2,27,24,2,9,6,73",0.736,1
"0,0,2,3,1,2,6,56,15,34,26,73",0.901,1,"0,0,2,3,1,2,6,56,15,34,26,73",0.901,1
"8,0,0,5,5,2,18,31,5,11,13,28",0.891,0,"8,0,0,5,5,2,18,31,5,11,13,72",0.751,1
"0,0,7,6,13,4,36,71,9,13,38,85",0.719,0,"0,0,7,6,13,2,36,71,9,13,38,85",0.676,0
"5,1,4,4,12,0,41,41,7,3,10,99",0.902,0,"5,1,4,4,12,0,41,41,7,21,10,99",0.899,1
"7,1,7,2,11,2,27,43,2,9,26,95",0.722,1,"7,1,7,2,11,2,41,43,2,9,26,95",0.667,1
"4,0,1,5,2,3,2,58,5,20,4,31",0.76,1,"2,0,1,5,2,3,2,58,5,20,4,31",0.845,1
"5,0,2,5,2,4,6,9,14,38,40,91",0.925,1,"5,0,2,1,2,4,6,9,14,38,40,91",0.93,1
"9,1,5,6,1,2,9,64,11,39,32,98",0.907,1,"9,1,5,6,1,2,9,64,10,39,32,98",0.907,1
"6,1,2,6,10,5,21,52,0,28,7,82",0.835,1,"6,1,2,6,10,5,21,52,0,16,7,82",0.797,1
"1,0,7,6,3,0,22,12,15,28,37,27",0.437,1,"1,0,7,6,3,0,22,12,15,28,37,6",0.721,1
"5,0,4,6,2,2,10,29,10,7,19,25",0.646,0,"5,0,4,6,2,2,10,29,10,7,19,25",0.646,0
"9,0,7,5,8,0,5,55,3,40,42,17",0.666,1,"9,0,7,5,8,1,5,55,3,40,42,17",0.65,1
"2,1,5,5,12,5,22,3,6,12,10,51",0.556,1,"2,1,5,5,12,5,22,46,6,12,10,51",0.807,1
"9,1,6,2,8,3,14,44,10,7,11,14",0.755,0,"1,1,6,2,8,3,14,44,10,7,11,14",0.751,0
"3,0,7,6,6,2,18,46,1,29,5,88",0.897,1,"3,0,7,6,6,2,18,46,1,15,5,88",0.901,1
"0,0,3,4,6,5,25,26,13,22,15,78",0.88,1,"0,0,3,4,6,5,25,4,13,22,15,78",0.736,1
"5,1,6,4,7,1,1,46,6,9,35,92",0.857,1,"5,1,6,4,7,1,31,46,6,9,35,92",0.605,1
"1,1,5,4,8,1,22,8,12,11,3,27",0.828,0,"1,1,5,4,8,1,22,8,12,11,7,27",0.742,0
"3,0,7,5,5,4,25,70,11,12,35,67",0.664,1,"3,0,7,5,5,4,29,70,11,12,35,67",0.692,1
"9,1,3,6,4,4,12,28,1,32,38,80",0.831,1,"9,1,3,6,4,3,12,28,1,32,38,80",0.815,1
"0,0,6,2,13,4,26,7,8,28,43,59",0.5,1,"0,0,1,2,13,4,26,7,8,28,43,59",0.529,1
"3,0,3,1,3,5,1,20,9,5,0,31",0.666,0,"3,0,3,1,3,5,1,30,9,5,0,31",0.577,0
"2,1,0,3,1,3,10,62,1,36,18,49",0.84,1,"2,1,0,2,1,3,10,62,1,36,18,49",0.842,1
"6,0,5,4,7,4,20,43,2,37,11,74",0.838,1,"6,0,6,4,7,4,20,43,2,37,11,74",0.837,1
"1,0,0,2,1,0,20,56,1,35,3,91",0.928,1,"1,1,0,2,1,0,20,56,1,35,3,91",0.93,1
"9,1,2,1,5,5,39,67,7,14,31,31",0.871,0,"7,1,2,1,5,5,39,67,7,14,31,31",0.878,1
"1,1,0,2,6,4,4,0,4,28,37,89",0.905,1,"1,1,0,2,6,4,4,0,4,28,37,26",0.913,1
"4,0,6,0,2,1,9,19,0,17,9,47",0.508,1,"4,0,6,2,2,1,9,19,0,17,9,47",0.451,1
"3,1,0,3,7,4,9,21,14,32,3,97",0.918,1,"3,1,0,3,7,4,9,21,14,32,3,97",0.918,1
"3,0,7,0,11,3,16,33,3,38,2,33",0.728,1,"3,0,7,0,11,3,16,7,3,38,2,33",0.466,1
"1,0,5,4,1,2,34,65,14,11,40,37",0.675,0,"1,0,0,4,1,2,34,65,14,11,40,37",0.674,0
"9,1,5,0,10,2,21,65,11,29,38,17",0.636,1,"5,1,5,0,10,2,21,65,11,29,38,17",0.662,1
"3,1,1,2,8,3,2,20,7,17,18,36",0.783,1,"3,1,1,2,8,3,27,20,7,17,18,36",0.568,1
"4,0,2,5,9,0,4,45,6,0,34,77",0.602,0,"4,0,2,5,1,0,4,45,6,0,34,77",0.617,0
"8,1,0,4,12,2,37,17,15,4,31,21",0.758,0,"8,1,0,4,12,2,27,17,15,4,31,21",0.743,0
"2,1,6,2,8,2,36,6,9,35,17,42",0.517,1,"2,1,6,2,8,1,36,6,9,35,17,42",0.472,1
"4,1,0,5,11,1,31,36,1,7,38,64",0.256,1,"4,1,0,5,11,1,31,36,1,7,38,77",0.294,1
"6,1,7,4,3,5,32,33,6,15,9,67",0.862,1,"6,1,7,4,3,5,2,33,6,15,9,67",0.89,1
"0,0,6,6,7,0,2,59,0,26,27,98",0.87,1,"0,0,6,6,7,0,2,52,0,26,27,98",0.839,1
"4,1,5,6,9,2,28,0,0,3,40,35",0.21,1,"4,1,5,6,9,2,25,0,0,3,40,35",0.219,1
"8,1,7,1,4,2,41,62,12,19,1,8",0.928,0,"8,1,7,1,4,1,41,62,12,19,1,8",0.928,0
"5,1,4,6,3,2,1,74,0,34,31,20",0.586,1,"5,1,4,6,3,2,1,74,14,34,31,20",0.637,1
"1,0,0,3,13,0,41,71,2,4,15,61",0.93,0,"1,0,0,3,13,0,41,71,2,4,15,73",0.93,0
"0,1,3,0,0,3,26,56,13,7,39,78",0.819,1,"0,1,3,0,0,3,26,56,13,7,39,11",0.771,0
"1,1,4,2,5,3,15,69,13,31,33,18",0.73,1,"1,1,4,2,5,3,15,69,13,31,33,9",0.725,1
"7,0,5,6,2,0,10,42,11,38,8,55",0.903,1,"7,0,5,6,6,0,10,42,11,38,8,55",0.902,1
"6,1,5,4,3,2,9,63,12,29,42,51",0.637,1,"6,1,3,4,3,2,9,63,12,29,42,51",0.639,1
"7,0,6,4,7,2,38,45,15,7,27,17",0.767,0,"7,0,6,4,7,2,38,1,15,7,27,17",0.659,0
"0,1,7,5,2,5,22,40,0,14,21,41",0.608,1,"0,1,7,5,2,5,22,26,0,14,21,41",0.4,1
"2,1,1,6,7,0,29,34,10,26,0,57",0.925,1,"2,1,1,6,7,0,29,34,13,26,0,57",0.926,1
"6,0,4,5,1,2,31,4,9,6,25,16",0.545,0,"6,0,4,5,1,2,31,4,9,6,25,70",0.457,1
"3,1,1,0,12,4,27,32,11,17,31,45",0.746,1,"3,0,1,0,12,4,27,32,11,17,31,45",0.775,1
"8,1,7,4,2,0,21,47,3,26,33,45",0.586,1,"8,1,7,4,2,0,21,44,3,26,33,45",0.594,1
"0,1,0,5,6,3,25,23,7,27,17,43",0.574,1,"0,1,0,5,6,3,4,23,7,27,17,43",0.768,1
"3,1,1,1,3,3,15,14,1,13,21,32",0.325,1,"3,1,1,1,3,3,15,5,1,13,21,32",0.263,1
"2,0,1,1,0,5,2,10,12,14,37,93",0.93,1,"2,0,6,1,0,5,2,10,12,14,37,93",0.93,1
"5,0,7,3,1,5,17,10,4,27,27,27",0.596,1,"5,0,7,1,1,5,17,10,4,27,27,27",0.588,1
"1,0,5,1,8,1,16,24,11,37,22,52",0.54,1,"1,0,5,1,8,1,16,24,11,37,22,52",0.54,1
"9,1,6,5,4,2,37,0,9,6,3,34",0.554,0,"9,1,6,5,4,2,37,0,9,7,3,34",0.564,0
"7,1,5,2,7,3,11,39,11,33,0,44",0.925,1,"7,1,5,2,9,3,11,39,11,33,0,44",0.925,1
"4,0,4,5,3,3,26,56,6,33,2,95",0.909,1,"4,0,4,5,3,3,26,56,6,33,2,3",0.913,1
"6,0,3,1,11,4,41,64,10,1,38,53",0.83,0,"6,0,3,5,11,4,41,64,10,1,38,53",0.654,0
"9,0,7,0,12,0,12,67,9,6,43,43",0.687,1,"9,0,5,0,12,0,12,67,9,6,43,43",0.691,1
"1,1,4,0,1,4,35,23,2,20,26,38",0.622,1,"1,1,1,0,1,4,35,23,2,20,26,38",0.622,1
"4,1,3,6,6,0,1,47,13,34,20,39",0.814,1,"4,0,3,6,6,0,1,47,13,34,20,39",0.814,1
"1,1,1,6,2,2,40,44,7,31,33,38",0.631,1,"1,1,1,6,2,2,40,4,7,31,33,38",0.301,1
"7,0,6,0,11,3,26,27,11,40,2,82",0.887,1,"7,0,6,0,11,3,41,27,11,40,2,82",0.861,1
"3,0,1,5,1,0,35,27,8,31,3,65",0.811,1,"3,0,1,5,1,0,35,27,8,31,3,25",0.88,1
"8,0,2,6,13,5,38,73,9,1,16,38",0.876,0,"8,0,2,6,10,5,38,73,9,1,16,38",0.873,0
"3,1,2,1,7,3,31,20,13,12,38,69",0.627,1,"3,1,2,1,7,3,31,20,13,12,38,31",0.688,1
"5,0,7,1,11,4,39,48,14,28,27,14",0.762,1,"5,0,7,1,5,4,39,48,14,28,27,14",0.749,1
"9,1,3,3,5,1,36,17,7,39,11,59",0.7,1,"9,1,3,3,5,1,36,0,7,39,11,59",0.522,1
"3,1,6,1,2,1,13,12,8,33,26,42",0.573,1,"3,1,6,1,2,1,4,12,8,33,26,42",0.887,1
"5,1,6,4,2,2,27,18,13,8,32,45",0.564,1,"5,1,6,4,2,2,27,18,13,8,32,45",0.564,1
"7,1,7,6,4,5,35,63,6,11,26,90",0.777,1,"7,1,7,6,4,5,21,63,6,11,26,90",0.768,1
"1,1,2,4,3,2,7,18,10,6,9,21",0.735,0,"1,1,2,4,5,2,7,18,10,6,9,21",0.736,0
"4,1,2,6,3,0,13,22,2,23,40,60",0.429,1,"4,1,2,6,3,0,13,22,6,23,40,60",0.588,1
"4,0,3,3,9,0,14,20,1,35,23,49",0.377,1,"4,0,3,2,9,0,14,20,1,35,23,49",0.371,1
"1,0,0,5,7,0,18,67,12,12,3,69",0.93,0,"1,0,0,0,7,0,18,67,12,12,3,69",0.929,1
"6,0,4,0,1,3,8,51,4,12,13,59",0.775,1,"6,0,4,0,4,3,8,51,4,12,13,59",0.769,1
"6,1,6,1,6,4,25,42,13,14,28,95",0.834,1,"6,1,6,1,6,4,25,42,10,14,28,95",0.814,1
"3,1,4,3,7,5,7,45,13,20,42,36",0.719,1,"3,1,4,3,7,1,7,45,13,20,42,36",0.644,1
"1,1,7,1,2,3,27,44,1,37,36,59",0.479,1,"1,1,7,1,2,3,38,44,1,37,36,59",0.466,1
"3,1,5,1,0,2,33,5,6,6,10,53",0.494,1,"3,1,5,1,12,2,33,5,6,6,10,53",0.477,1
"2,1,4,4,6,2,15,34,13,25,43,25",0.626,1,"2,1,4,4,6,2,15,34,13,25,43,81",0.662,1
"9,1,0,0,0,3,9,38,10,24,12,89",0.924,1,"9,1,0,0,0,3,9,38,10,24,12,89",0.924,1
"9,1,4,1,1,2,27,32,10,8,15,62",0.829,1,"9,1,4,1,1,2,27,32,3,8,15,62",0.787,1
"5,0,7,6,8,0,21,19,11,8,40,15",0.619,1,"5,0,7,6,8,0,17,19,11,8,40,15",0.633,1
"6,0,4,5,5,2,27,8,14,9,41,86",0.517,1,"6,0,4,5,5,2,27,8,14,9,41,91",0.539,1
"2,0,3,6,8,5,6,10,15,27,36,91",0.921,1,"2,1,3,6,8,5,6,10,15,27,36,91",0.928,1
"9,0,7,6,6,3,28,44,14,38,36,10",0.717,1,"9,0,7,6,6,0,28,44,14,38,36,10",0.73,1
"4,1,5,5,0,0,31,3,10,1,4,99",0.725,0,"4,1,5,5,0,0,31,3,10,33,4,99",0.731,1
"0,0,3,1,11,4,15,33,5,7,39,90",0.806,0,"0,0,3,1,11,4,15,33,5,7,39,75",0.745,0
"9,1,0,6,13,5,33,18,11,22,35,72",0.637,1,"9,1,2,6,13,5,33,18,11,22,35,72",0.635,1
"1,0,2,4,10,2,22,44,9,5,1,63",0.928,0,"1,0,2,4,10,2,22,44,9,5,1,93",0.929,0
"1,1,4,5,4,2,35,47,10,7,9,87",0.93,0,"1,1,4,5,4,2,35,47,10,7,9,87",0.93,0
"2,1,5,5,1,2,1,73,3,20,32,71",0.766,1,"2,1,5,5,3,2,1,73,3,20,32,71",0.763,1
"2,0,4,5,7,4,5,20,15,30,1,25",0.835,1,"2,0,4,5,7,4,5,20,15,30,1,25",0.835,1
"4,1,0,2,6,0,11,20,3,41,16,68",0.549,1,"4,1,0,2,6,0,11,70,3,41,16,68",0.882,1
"4,0,0,6,13,0,35,32,10,9,3,64",0.911,0,"4,0,0,6,13,0,4,32,10,9,3,64",0.771,1
"0,0,4,1,9,1,17,47,7,15,34,60",0.64,1,"0,0,4,1,12,1,17,47,7,15,34,60",0.626,1
"9,1,2,3,13,0,0,39,15,22,37,43",0.781,1,"9,1,2,3,13,0,0,59,15,22,37,43",0.712,1
"3,1,0,2,9,1,8,30,12,38,14,69",0.874,1,"6,1,0,2,9,1,8,30,12,38,14,69",0.877,1
"3,1,2,2,6,0,4,8,0,5,12,47",0.819,0,"3,1,2,2,6,0,4,8,0,38,12,47",0.741,1
"9,0,6,6,5,4,0,23,5,33,6,24",0.929,1,"9,0,6,6,5,4,0,23,5,33,6,74",0.927,1
"7,1,6,2,10,5,0,64,10,6,3,29",0.608,0,"7,1,6,5,10,5,0,64,10,6,3,29",0.547,0
"3,0,3,4,7,3,21,26,0,11,15,99",0.535,1,"3,0,3,4,7,3,21,26,0,11,36,99",0.33,1
"5,0,0,6,10,4,30,67,3,26,5,66",0.85,1,"5,0,0,6,10,1,30,67,3,26,5,66",0.889,1
"4,0,3,5,2,0,29,18,7,8,17,78",0.588,1,"4,0,3,5,2,5,29,18,7,8,17,78",0.651,1
"5,1,7,3,9,4,12,9,14,23,1,60",0.811,1,"5,1,7,3,9,5,12,9,14,23,1,60",0.821,1
"2,1,6,4,6,0,24,74,11,3,28,14",0.635,0,"2,1,6,4,6,2,24,74,11,3,28,14",0.622,0
"4,0,3,6,1,3,21,71,8,2,36,75",0.574,0,"4,0,3,3,1,3,21,71,8,2,36,75",0.644,0
"5,1,5,6,13,5,41,52,8,15,0,65",0.923,1,"5,1,5,6,13,5,41,68,8,15,0,65",0.921,1
"8,1,6,3,12,1,24,55,1,28,37,27",0.582,1,"8,1,6,3,12,1,24,55,1,28,37,27",0.582,1
"4,0,6,5,2,0,3,15,4,26,43,37",0.7,1,"4,0,6,5,2,0,3,15,4,2,43,37",0.579,0
"3,1,1,3,8,3,38,40,1,18,35,81",0.403,1,"3,1,1,3,8,3,38,40,1,18,10,81",0.898,1
"4,1,6,2,11,0,39,54,10,38,12,74",0.914,1,"4,1,7,2,11,0,39,54,10,38,12,74",0.914,1
"0,0,5,6,1,3,41,25,2,13,35,40",0.32,0,"0,0,5,6,1,3,41,25,2,26,35,40",0.299,1
"8,1,2,1,3,3,12,37,5,30,0,38",0.922,1,"8,1,2,1,3,3,12,37,5,30,38,38",0.659,1
"4,1,6,4,2,1,41,74,11,7,9,7",0.652,0,"4,1,6,4,2,1,41,74,15,7,9,7",0.672,0
"4,0,2,2,11,3,26,49,13,21,9,21",0.915,1,"4,0,2,2,0,3,26,49,13,21,9,21",0.913,1
"0,0,6,1,4,0,31,45,9,19,12,2",0.848,0,"0,0,6,1,4,0,31,45,9,7,12,2",0.799,0
"7,0,7,3,2,1,36,13,5,21,20,72",0.458,1,"7,0,7,2,2,1,36,13,5,21,20,72",0.466,1
"7,0,3,4,6,0,20,0,5,12,39,36",0.387,1,"7,0,3,5,6,0,20,0,5,12,39,36",0.411,1
"9,0,4,1,4,2,33,34,5,35,4,29",0.921,1,"9,0,4,1,4,2,33,34,5,34,4,29",0.922,1
"2,1,3,1,13,5,38,33,12,38,7,62",0.911,1,"2,1,3,1,13,5,38,33,12,38,7,62",0.911,1
"2,1,4,4,1,2,25,53,5,21,27,6",0.626,1,"2,1,2,4,1,2,25,53,5,21,27,6",0.626,1
"2,1,0,5,3,2,40,38,10,10,19,66",0.685,1,"2,1,0,5,0,2,40,38,10,10,19,66",0.695,1
"2,1,7,3,11,0,4,56,15,8,17,49",0.795,0,"2,1,7,3,11,0,4,56,15,8,17,49",0.795,0
"3,0,7,0,1,3,40,46,10,32,36,57",0.673,1,"3,0,7,0,1,3,23,46,10,32,36,57",0.672,1
"7,1,4,1,0,3,13,74,13,2,21,84",0.866,1,"7,0,4,1,0,3,13,74,13,2,21,84",0.828,0
"3,1,2,0,8,1,35,74,0,25,39,62",0.69,1,"3,1,3,0,8,1,35,74,0,25,39,62",0.688,1
"8,1,0,2,3,2,25,73,5,41,33,55",0.685,1,"8,1,0,2,3,2,25,73,5,41,33,55",0.685,1
"7,0,1,4,4,5,1,40,6,11,14,33",0.672,0,"7,0,1,4,12,5,1,40,6,11,14,33",0.65,0
"8,1,2,3,11,2,14,54,10,14,26,22",0.591,1,"8,1,2,3,11,2,14,54,10,29,26,22",0.623,1
"3,0,3,0,0,0,24,24,7,15,11,7",0.783,1,"3,0,3,0,8,0,24,24,7,15,11,7",0.778,1
"5,0,6,6,10,3,15,63,14,20,25,71",0.741,1,"5,0,6,6,10,3,15,13,14,20,25,71",0.56,1
"3,0,4,3,13,5,13,71,2,18,24,20",0.624,1,"3,0,4,3,13,5,13,71,2,18,24,20",0.624,1
"4,1,1,0,8,0,7,60,6,36,33,48",0.686,1,"4,1,1,0,8,0,7,60,6,37,33,48",0.687,1
"8,1,3,3,11,0,29,17,12,15,20,87",0.611,1,"8,1,3,3,11,0,29,17,12,33,20,87",0.659,1
"1,0,0,2,13,2,11,28,8,40,39,87",0.779,1,"1,0,0,2,13,2,11,28,8,35,39,87",0.794,1
"3,0,6,0,0,0,9,73,8,35,37,97",0.895,1,"3,0,6,0,0,0,9,73,8,35,41,97",0.89,1
"3,0,1,5,12,2,3,34,5,27,12,64",0.798,1,"3,0,2,5,12,2,3,34,5,27,12,64",0.797,1
"1,1,1,2,7,0,19,6,15,7,28,50",0.531,1,"1,1,1,2,5,0,19,6,15,7,28,50",0.525,1
"0,1,2,0,4,0,35,20,7,33,32,79",0.481,1,"0,1,2,0,1,0,35,20,7,33,32,79",0.496,1
"3,1,6,6,4,1,39,26,1,17,23,99",0.423,1,"3,1,6,6,4,1,39,26,1,17,23,99",0.423,1
"1,1,7,6,1,1,3,26,10,6,21,90",0.863,1,"1,1,0,6,1,1,3,26,10,6,21,90",0.866,1
"6,1,1,4,5,0,35,39,7,32,36,64",0.564,1,"6,1,1,4,3,0,35,39,7,32,36,64",0.571,1
"4,0,5,0,12,2,16,16,2,40,34,20",0.602,1,"4,0,5,0,12,2,16,16,2,32,34,20",0.6,1
"9,1,6,0,12,3,0,54,7,38,22,25",0.897,1,"9,1,6,0,12,3,29,54,7,38,22,25",0.797,1
"6,1,1,6,11,1,0,7,1,16,3,84",0.905,1,"6,1,1,6,11,1,0,7,1,16,3,82",0.907,1
"4,1,1,4,7,2,22,36,4,10,39,30",0.587,1,"4,1,1,4,7,2,22,36,4,10,39,97",0.586,1
